#H,K,L,E,,,,
0,0,3.316,57,,,,
0,0,3.250936,55,,,,
0,0,3.236146,53,,,,
0,0,3.216277,51,,,,
0,0,3.183097,49,,,,
0,0,3.155426,47,,,,
0,0,3.160593,45,,,,
0,0,3.148424,43,,,,
0,0,3.133934,41,,,,
0,0,3.125203,39,,,,
0,0,3.112929,37,,,,
0,0,3.0980847,35,,,,
0,0,3.0882533,33,,,,
0.14216854,0,3,55,,,,
0.144607,0,3,53,,,,
0.13185,0,3,51,,,,
0.124965,0,3,49,,,,
0.0830222,0,3,41,,,,
0.0793154,0,3,39,,,,
0.0728072,0,3,37,,,,
0.0625818,0,3,35,,,,
0.0581988,0,3,33,,,,
0,0,3,20,,,,
0,0,3,20,,,,
0,0,3,20,,,,
0,0,3,20,,,,
0,0,3,20,,,,
0,0,3,20,,,,
0,0,3,20,,,,
0,0,3,20,,,,
0,0,3,20,,,,
0,0,3,20,,,,
0,0,3,20,,,,
0,0,3,20,,,,
0,0,3,20,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
0,0,3.5,70,,,,
